CONFIG0001	true
BLACKC0027	Você sabe aonde você está?
BLACKC0028	Você lamenta?
BLACKC0029	Você está pronta?

; Initial comment on awakening in black chamber
BLACKC0001	O que está acontecendo? Porque eu estava naquele caixão?

; Look at coffin
BLACKC0002	É o caixão no qual eu acordei... mas porque eu estava nele?
; Interact with coffin
BLACKC0003	É muito pesado para mover. A superfície está quente... e há uma leve vibração.
; Use anything with the coffin
BLACKC0023	É apenas um enorme e pesado caixão. Não creio que possa usá-lo com alguma coisa.

; Look at broken panel
BLACKC0004	Há uma mensagem no painel, "Erro de Conexão".
; Interact with broken panel
BLACKC0005	Não consigo fazê-lo funcionar.
; Look at fixed panel
BLACKC0006	O painel parece estar funcionando agora.
; Use items on the panel (bear in mind by the time you have any item to use you're already finished with the panel)
BLACKC0024	Acho que o painel já serviu ao seu propósito.

; Look at split wires
BLACKC0007	Parece que os fios estão conectados de forma errada.
; Interact with split wires
BLACKC0008	Feito... Juntei e conectei os fios.
; Look at joined wires
BLACKC0009	Agora eles estão conectados.
; Interact with joined wires
BLACKC0010	Eu já os consertei.
; Use items on the wires
BLACKC0025	Não acho que seja preciso fazer algo mais com esses fios.

; Windows open to reveal space outside
BLACKC0011	Que diabos está acontecendo? Estou no espaço!

; Door opens to reveal a way out
BLACKC0012	Parece que há uma saída.

; Look at windows
BLACKC0013	Com certeza isto é o espaço, mas não consigo ver sinais de outras naves ou qualquer coisa.
; Interact with windows
BLACKC0014	As janelas são totalmente sólidas. E de qualquer jeito, se eu as quebrasse seria sugado para fora, no espaço.
; Use items on windows
BLACKC0026	Não quero usar nada com as janelas. Eu já ví o que a despressurização explosiva faz com as pessoas.

; //////////////////////////////////////////////////////////////////////
; 02 - NAVIGATION CENTRE
; //////////////////////////////////////////////////////////////////////

; Room Regions
NAVCEN0001	Janela
NAVCEN0002	Painel de Parede
NAVCEN0003	Console
NAVCEN0004	Manchas

; Navigation Console Regions
NAVCEN0005	Sair
NAVCEN0006	Girar para Esquerda
NAVCEN0007	Girar para Direita
NAVCEN0008	Liga
NAVCEN0009	Desliga

; Cradle Console Regions
NAVCEN0010	Sair
NAVCEN0011	Trava de Segurança
NAVCEN0012	Baixar Berço
NAVCEN0013	Subir Berço
NAVCEN0025	Não Há Volta
NAVCEN0026	Trava de Segurança Acionada
NAVCEN0027	Trava de Segurança Desligada
NAVCEN0028	Tela

; Look at console
NAVCEN0014	Parece um tipo de console de navegação. De algum jeito isso deve controlar a estação.
; Try to use console while it has no power
NAVCEN0015	Não está funcionando no momento. Preciso encontrar um jeito de ligá-lo.
; Use items with console
NAVCEN0016	Eu duvido que usar alguma coisa aqui seja útil.
; SUBTITLE - Console Title
NAVCEN0024	Controles de Rotação da Estação e de Energia Solar

; Look at stains
NAVCEN0017	O que são essas manchas no chão? Na parede também?! Parecem sangue!
; Touch stains
NAVCEN0018	O que quer que sejam, parecem encrustados na superfície. O que terá acontecido aqui?
; Use items with stains
NAVCEN0019	Qual seria o objetivo disso?

; Look at wall panel
NAVCEN0020	Tenho certeza que isso controla algum tipo de sistema que eleva uma parte da estação... porque eu sei disso?
; Try to use wall panel while it has no power
NAVCEN0021	Parece que está sem energia
; Use items with wall panel
NAVCEN0022	Não posso usar nenhum item aqui. Não há aberturas ou qualquer outra coisa.
; Look at wall panel display
NAVCEN0029	Parece que esta parte da estação pode ser baixada.
; Use wall panel display
NAVCEN0030	Eu acho que é controlado pelos botões abaixo.

; Try to walk through top door with power down (Player has been tampering with the power system if this has happened)
NAVCEN0023	Isso é estranho, não quer abrir. Deve ser um problema com o sistema de força.

; //////////////////////////////////////////////////////////////////////
; 03 - STORE ROOM
; //////////////////////////////////////////////////////////////////////

; Room Regions
STORER0001	Revista
STORER0002	Console
STORER0003	Tela
STORER0004	Porta
STORER0005	Jaleco
STORER0006	Scanner
STORER0007	Porta
STORER0008	Explosivo
STORER0009	Congelador

; MES Article Regions
STORER0010	Sair

; Can't reach various objects because of the locked gate
STORER0011	Não consigo ver direito daqui.
; Can't properly see various objects because of the locked gate
STORER0012	Não consigo alcançar através da grade.

; Look at explosive
STORER0013	Um tonel cheio de explosivo.
; Use axe on explosive

; Use items on the explosive
STORER0014	Não acho que seja uma boa idéia mexer nisso.

; Look at big freezer door
STORER0015	Esta grande porta deve levar ao congelador.
; Attempt to go through door while it's closed
STORER0016	Não posso entrar enquanto a porta está fechada.

; Look at closed gate
STORER0017	Este portão está me impedindo de entrar no compartimento de armazenagem.
; Touch gate
STORER0018	Parece bastante resistente.
; Use items on gate
STORER0019	Acho que a única coisa que irá abrir este portão é aquele scanner.

; Look at lab coat
STORER0021	Um jaleco sujo. Acho que há algo no bolso.
; Look at empty lab coat
STORER0020	O jaleco está vazio agora, e não preciso dele.
; Search lab coat
STORER0023	Há um cartão de identificação em branco e um tipo de chave de controle no bolso.
; Search empty lab coat
STORER0022	Não há mais nada no jaleco e ele cheira mal, então acho que vou deixá-lo aqui.
; Use items on lab coat
STORER0024	Não acho que usar itens aleatoriamente no jaleco irá produzir algum resultado.

; Look at MES console
STORER0026	Um M.E.S. É um console de videogame bastante antigo.
; Use MES console 1st time
STORER0027	Realmente não tenho tempo para jogar gmes.
; Use MES console 2nd time (The comment about dying in games here is a vital clue)
STORER0028	Eu não quero. Esses jogos antigos são estúpidos. Eles ficam na mesma, dão voltas e voltas até que você morra ou jogue o controle na parede.
; Use MES console 3rd time (This comment leads into a game easter egg)
STORER0029	Eu acho que posso dar uma olhadinha rápida. Que mal pode fazer?
; Use MES console 4th time onwards
STORER0030	De novo não... Não depois da última vez!
; Use items with MES console
STORER0025	Já há um cartucho inserido nele.

; Look at MES magazine
STORER0036	É uma revista de video games retrô.
; Use items on MES magazine
STORER0037	Seria inútil. É apenas uma revista.

; Look at screen
STORER0038	Uma tela ligada àquele velho console. Não consigo distinguir a imagem na tela.
; Take screen
STORER0039	Eu duvido que consiga pegá-la daqui de baixo e não quebrá-la.
; Use items on screen
STORER0040	E qual seria o objetivo disso?

; Look at scanner
STORER0032	É o scanner de cartão de identificação para o portão.
; Use scanner
STORER0033	Preciso de um cartão de identificação.
; Use unprogrammed ID card on scanner
STORER0031	Não funcionou. Parece que este cartão não está codificado com uma amostra de DNA autorizada.
; Use override key on scanner
STORER0034	Funciona com um cartão de identificação e não com uma chave dessas.
; Use any other items on scanner
STORER0035	Isso não serve no scanner.

; Return from MES world
STORER0041	Voltei! E nem mesmo quero saber o que aconteceu lá.


; //////////////////////////////////////////////////////////////////////
; 04 - COMPUTER ROOM
; //////////////////////////////////////////////////////////////////////

; Room regions
COMPUT0001	Porta
COMPUT0002	Sequenciador
COMPUT0003	Unidade de Backup
COMPUT0004	Computador Esquerdo
COMPUT0005	Computador Direito

; Backup panel regions
COMPUT0006	Abandonar Unidade
COMPUT0007	Fenda para Chave
COMPUT0008	Placa em Branco
COMPUT0009	Chave de Controle
COMPUT0055	Comunicações
COMPUT0056	Sistemas Médicos
COMPUT0057	Berço de Acoplagem
COMPUT0058	Rotação da Estação
COMPUT0059	Suporte a Vida
COMPUT0060	Aguardando
COMPUT0061	Online
COMPUT0062	Erro

; E-Mail computer regions
COMPUT0010	Sair
COMPUT0011	Mensagem 1
COMPUT0012	Mensagem 2
COMPUT0013	Mensagem 3
COMPUT0014	Mensagem 4

; Droid computer regions
COMPUT0015	Vermelho
COMPUT0016	Verde
COMPUT0017	Roxo
COMPUT0018	Amarelo
COMPUT0019	Branco
COMPUT0020	Azul
COMPUT0021	Sair

; Look at back up unit
COMPUT0022	Parece ser uma unidade projetada para fornecer energia de backup a certos sistemas.
; Use back up panel once power has been restored to station
COMPUT0023	Agora que eu energizei a estação este sistema de backup é, de certa forma, redundante.
; Use override key on backup panel as a whole
COMPUT0024	Preciso chegar mais perto.
; Use anything else on backup panel as a whole
COMPUT0025	Não posso fazer nada sem chegar mais perto.

; Look at DNA sequencer
COMPUT0026	É um codificador de DNA, usado para gravar dados em cartões de identificação.
; Touch DNA sequencer
COMPUT0027	Não vai fazer nada sem uma amostra limpa de DNA.
; Insert ID card without DNA sample
COMPUT0028	Acho que não funciona se não for colocada uma amostra de DNA primeiro.
; Insert DNA sample
COMPUT0029	Pronto. Agora eu só preciso colocar o cartão para ser programado.
; Insert ID card after DNA sample
COMPUT0030	Isso deve ter gravado a amostra no cartão.
; Insert already programmed ID card
COMPUT0031	Este cartão já foi programado.

; Look at communications computer
COMPUT0032	É um console de comunicações.
; Use communications computer without power
COMPUT0033	Não está funcionando. Acho que não tem energia.
; SUBTITLE - Initial computer screen
COMPUT0042	Console de Comunicações - Selecione uma mensagem.
; Girl summarises first computer message
COMPUT0043	Parece que alguém estava tentando enviar uma mensagem de S.O.S., mas ela não foi transmitida.
; Girl summarises second computer message
COMPUT0044	De acordo com isso, há uma nota para liberar o software do droid.
; Girl summarises third computer message
COMPUT0045	Parece apenas um spam promocional para algum concerto.
; Girl summarises fourth computer message
CMPUT0046	A mensagem pede informações sobre uma nave desaparecida.


; Look at override key in the backup unit
COMPUT0034	É a chave que eu coloquei.

; Look at slot in backup unit
COMPUT0035	Parece com uma fenda para algum tipo de chave.
; Use slot in backup unit
COMPUT0036	Não vai funcionar sem a chave correta.

; Look at life support slot
COMPUT0037	Está em branco, ao contrário das demais fendas nos outros módulos.
; Use life support slot
COMPUT0038	Já está online. Que alívio.
; Use override key on life support slot
COMPUT0039	O suporte a vida está sempre online. Seria bastante estúpido desligá-lo.

; Look at droid computer
COMPUT0040	Droga! Sem energia.
; Use droid computer without power
COMPUT0041	Está marcado como um console de controle de droid.
; SUBTITLE - Droid control console
COMPUT0047	Console de Controle de Droid - Entre com a seqüência de cores

; Look at analyser
COMPUT0048	Este console é usado como uma espécie de analisador.
; SUBTITLE - Analyser
COMPUT0049	Analisador de Amostras - Desabilidado devido à DNA humano alojado no dispositivo.
; Look at analyser compartment
COMPUT0050	É uma espécie de compartimento.
' Girl's comment when opening compartment
COMPUT0051	Está avisando que isto pode ser perigoso. Não tenho certeza se mexer com isso é uma boa idéia.
; Look at wire
COMPUT0052	Parece que esse fio controla o desbloqueio da segurança.
; Take wire
COMPUT0053	Precisarei de algo afiado para cortar isso.
; Try to use axe with wire
COMPUT0054	É muito grande para servir no painel. Precisarei de um instrumento de corte menor.


; //////////////////////////////////////////////////////////////////////
; 05 - LIVING ROOM
; //////////////////////////////////////////////////////////////////////

; Room regions
LIVING0001	Corrente
LIVING0002	Refrigerador
LIVING0003	Abismo
LIVING0004	Torso
LIVING0005	Porta
LIVING0006	Interruptor
LIVING0007	Armário
LIVING0008	Tela de Vídeo
LIVING0009	Extintor

; Left cupboard regions
LIVING0010	Lata de Bebida
LIVING0011	Caixa Estranha
LIVING0012	Comidas Mofadas
LIVING0013	Lancheira
LIVING0014	Lixo
LIVING0015	Sair

; Right cupboard regions
LIVING0016	Braço
LIVING0017	Video Disco
LIVING0018	Sair

; Look at chain
LIVING0019	Esta corrente está segurando aquele estranho refrigerador.
; Break chain with hands
LIVING0020	Eu duvido que consiga quebrar isso com minhas próprias mãos.
; Axe chain with chasm closed
LIVING0021	Isso pode até descer o refrigerador. Mas vai feder ainda mais no chão. É melhor achar um jeito de me livrar disso antes de cortar a corrente.
; Axe chain with chasm opened
LIVING0022	Há algo trancando ele.

; Look at fire extinguisher
LIVING0023	Um grande extintor de fogo.

; Look at swinging fridge
LIVING0024	Um regrigerador?! ... Pendurado no teto? E fede muito. Espero poder me livrar dele.
; Reach for swinging fridge
LIVING0025	Nunca conseguirei alcançar daqui de baixo.

; Look at left cupboard
LIVING0026	É apenas um armário.

; Look at floor chasm
LIVING0027	Que diabos é isso?! Não sei aonde leva, e não quero saber.
; Touch floor chasm
LIVING0028	Nunca mais chegarei perto daquilo.

; Look at metal box in cupboard
LIVING0029	Uma estranha caixa de metal. Parece selada.

; Look at Dr. Salt canned drink in cupboard
LIVING0030	Se entendi direito, é um refrigerante gaseificado.

; Look at mouldy foods
LIVING0031	Essa comida fede. Está toda mofada.
; Take mouldy foods
LIVING0032	Não vou tocar nisso! Sabe-se lá o que posso pegar...

; Look at lunch box
LIVING0033	É uma lancheira lacrada. São uvas lá dentro?
; Take lunch box
LIVING0034	Não obrigado. Duvido que algum dia esteja com TANTA fome.

; Look at garbage
LIVING0035	Embalagens de junk-food. Estão cobertas de sujeira.
; Take garabage
LIVING0036	Não preciso carregar lixo comigo por aí.

; Look at severed arm
LIVING0037	É um braço serrado! O que aconteceu com o resto do corpo?

; Look at video disc #1
LIVING0038	É um vídeo disco normal.

; Look at right cupboard
LIVING0039	É apenas um armário.
; On discovering severed arm in right cupboard
LIVING0040	QUE MERDA! I-Isso é o braço de alguém! M-Mas que diabos está acontecendo aqui?

; Attemt to go through medbay door while fire is still blazing
LIVING0041	A sala foi selada automaticamente. Acho que consigo ver fogo através da porta!

; On entering room while fridge is hanging 1st
LIVING0042	Há um fedor horrível saindo daquele refrigerador. Chego a me sintir mal!
; On entering room while fridge is hanging 2nd
LIVING0084	O fedor piora cada vez mais. Dá vontade de vomitar.
; On entering room while fridge is hanging 3rd
LIVING0085	Sinto como se minha garganta estivesse queimando. Não vou conseguir aguentar esse cheiro por muito tempo.

; Look at screen
LIVING0043	É um console de assistir vídeo discos.
; Take screen
LIVING0044	Não vai adiantar muita coisa sem um vídeo disco.
; Use mirror with screen
LIVING0045	Parece encaixar-se perfeitamente.
; Use metal box with screen
LIVING0046	Isso não está certo. Eu não preciso da caixa lá. Talvez eu esteja pensando nas coisas muito indiretamente.
; Use video disc #1 with screen
LIVING0047	Aqui é o Técnico de Laboratório Substituto Arthur Anderson fazendo o primeiro meu relatório. Estou aqui há uma semana e as coisas não são como eu esperava.
LIVING0048	Eles me mantém trabalhando no laboratório superior fazendo análises rotineiras. É um desperdício do meu tempo, mas eles não querem que eu vá na câmara do laboratório principal.
LIVING0049	Eu falei para o Comandante Artemis Trend que eu não viajei tudo isso para fazer o trabalho de um chimpanzé, mas ele não deu a mínima.
LIVING0050	O trabalho não seria tão ruim se não fosse a tensão existente à bordo. Todos estão se resguardando e ninguém quer conversar muito...
LIVING0051	Todos são rápidos em despistar sobre o que aconteceu com meu antecessor ou em que eles estão trabalhando lá embaixo.
LIVING0052	Uma coisa eu tenho certeza, eles não me querem aqui. Apenas a Professora Ericson é remotamente hospitaleira comigo.
LIVING0053	Mas até mesmo ela é evasiva. Ao menos ela é amável comigo. Alguma coisa está realmente acontecendo aqui... eles estão assustados, ou algo do tipo.
LIVING0054	Eu os ouvi chamar o laboratório principal de 'Câmara Branca', eu não sei o porquê, uma vez que não me permitem ir lá.
LIVING0055	Goodwin e Wyles detestam até mesmo chegar perto dela. Já ví o Goodwin ir lá umas duas vezes quando precisavam dele, mas sempre de forma rápida e relutante.
LIVING0056	Vou continuar investigando, mas não quero exigir muito deles. A atmosfera por aqui já está tensa demais do jeito que está.
; Use video disc #2 with screen
LIVING0057	O Oficial Richar Wyles está desaparecido! A Prof. Ericson me acordou ontem pela manhã para ir a uma reunião na sala de estar, a fim de discutir o que aconteceu...
LIVING0058	Dr. Goodwin disse que estava trabalhando até tarde da noite, e que foi procurar por Wyles ao perceber que seu laser médico não funcionava.
LIVING0059	Este lugar é pequeno, e não demorou muito até ele perceber que Wyles não estava em lugar nenhum.
LIVING0060	Ele disse que acordou o Comandante e ambos passaram a noite procurando pela estação, em vão; até mesmo a nave salva-vidas ainda estava acoplada.
LIVING0061	Sem respostas para esse mistério, todos estão em seu limite. Até mesmo eu estou me sentindo tão paranóico e tenso como o resto deles.
LIVING0062	Eu creio que no ponto em que estamos é apenas questão de quem irá ceder à pressão primeiro. Eu peço encarecidamente que enviem uma nova equipe para cá.
LIVING0063	Se essas pessoas não saírem daqui, eu temo que as coisas só piorem. Ninguém confia mais em ninguém.
LIVING0064	Eles estão suspeitando de mim, porque sou o recém chegado. Até Sarah... quero dizer, Prof. Ericson, está ficando com medo de falar comigo.
LIVING0065	Ela está passando cada vez mais tempo lá embaixo, na Câmara Branca. Eu sei que não é científico, mas quando eu olho nos olhos dela, ela parece... de certa forma, perdida.
LIVING0066	Tomei uma bebida com o Dr. Goodwin. É a primeira vez que ele fala comigo direito desde que cheguei. Achei que o que ele falou faz um pouco de sentido.
LIVING0067	Ele está convencido de que Wyles foi tomado pelo 'artefato' que estão estudando lá embaixo. Aparentemente, Wyles queria que eles se livrassem do artefato.
LIVING0068	Desde meu último relatório, andei ouvindo sobre o artefato várias vezes. As opiniões deles sobre o assunto são confusas e conflitantes.
LIVING0069	Tudo isso me assusta. Novamente peço que enviem uma tripulação substituta o mais rápido possível.
; Use video disc #3 with screen
LIVING0070	Estou fazendo essa gravação para o caso de alguém encontrá-la, não que vá fazer alguma diferença. Espero que alguém assista isso. Eu quero que as pessoas saibam o que aconteceu aqui.
LIVING0071	Descobri que o Comandante interceptou meus dois relatórios anteriores. Eu o confrontei à respeito do assunto, mas ele está convencido de que sou um agente trabalhando para a Cyclavir Hypercorp.
LIVING0072	Eu discuti com ele. Mas ele acredita estar sendo bastante generoso simplesmente por já não ter me jogado no espaço quando percebeu que eu estava enviando meus relatórios.
LIVING0073	Tentei explicar que a empresa apenas havia solicitado que eu enviasse algumas observações, mas ele não acreditou em nada. Acho que não devo culpá-lo por isso.
LIVING0074	Mas nada disso importa agora. Terei sorte se viver por mais algum tempo. Dr. Goodwin está morto. Sarah o encontrou triturado no sistema de ventilação principal.
LIVING0075	Todos sabem que não foi um acidente. Estamos sendo mortos aqui. Inevitavelmente, eles se voltaram para mim. O Trend acha que tudo começo quando eu vim à bordo.
LIVING0076	Eles me trancaram na câmara de quarentena. Acho que estão selando a sala de ventilação. Não tenho certeza do que eles acham que isso irá adiantar.
LIVING0077	Não sei o que está havendo aqui, estou só e assustado. Não sei se um deles é um assassino ou se aquele maldito artefato é o responsável por tudo isso.
LIVING0078	De qualquer forma, não importa mais... eu quero apenas dar o fora desta estação maldiçoada. Achei um jeito de abrir a sala de quarentena e estou indo para a cápsula salva-vidas.
LIVING0079	Não sei se terei sucesso por isso estou deixando essa última gravação dos fatos acontecidos aqui. Àquele que encontrar isto... boa sorte.
; Look at table switch
LIVING0080	Isto deve controlar a mesa.
; Press table switch with mouth chasm open
LIVING0081	Não está funcionando. Não consigo fechar a boca.
; Press table switch with mirror in place
LIVING0082	Não irá funcionar com aquele espelho colocado ali.

; Look at torso
LIVING0083	O refrigerador não irá a lugar nenhum com aquele corpo trancado lá! Preferia tê-lo deixado lá em cima!


; //////////////////////////////////////////////////////////////////////
; 06 - SLEEPING QUARTERS
; //////////////////////////////////////////////////////////////////////

; Room regions
SLEEPQ0001	Painel do Chuveiro
SLEEPQ0002	Cabelo
SLEEPQ0003	Espelho
SLEEPQ0004	Cobertor
SLEEPQ0005	Nota
SLEEPQ0006	Vídeo Disco
SLEEPQ0007	Porta

; Look at blanket
SLEEPQ0008	Um cobertor, parece bem quentinho.

; Look at video disc
SLEEPQ0009	Um vídeo disco pré-gravado.

; After nearly being sucked into space
SLEEPQ0010	Espaço!? Mas que diabos! Aonde foi parar a praia?

; Try to go through door after being sucked out once
SLEEPQ0011	Eu não quero ir lá de novo. Eu mal sobrevivi da última vez.
; Keep trying to go through door
SLEEPQ0019	Realmente não creio que seja uma boa idéia.
; Keep trying to go through door
SLEEPQ0020	Ok. Vou tentar mais uma vez.

; Look into mirror
SLEEPQ0012	Então essa sou eu. Nada mal, considerando...

; Look at notes
SLEEPQ0013	Uma nota manuscrita. Estranho... a maioria das pessoas usa computadores hoje em dia.

; After player been stabbed and wakes up in sleeping quarters
SLEEPQ0014	Que diabos aconteceu?! Isso foi real? O que esse lugar está fazendo comigo?

; Look at head in the water
SLEEPQ0015	Que é isso...? Ah, por favor, não me diga que esse cabelo...
; After head cutscene
SLEEPQ0016	Uma cabeça cortada!? Essa coisa ainda está viva? ... Em que diabos estou pensando?

; Look a at shower control panel
SLEEPQ0017	Isto controla o compartimento do chuveiro e banheiro.
; Open shower unit using panel while it is locked
SLEEPQ0018	Não está respondendo.

; //////////////////////////////////////////////////////////////////////
; 07 - LAB
; //////////////////////////////////////////////////////////////////////

; Room regions
THELAB0001	Microscópio
THELAB0002	Elevador
THELAB0003	Alto-falantes
THELAB0004	Ferramentas
THELAB0005	Quadro Negro
THELAB0006	Projetor
THELAB0007	Tocador de Video
THELAB0008	Baterias
THELAB0009	Cortador laser
THELAB0010	Bisturí
THELAB0011	Placa de Amostra
THELAB0012	Porta
THELAB0013	Machado

; Can't see various objects while being tortured
THELAB0014	Não consigo ver daqui.
; Can't reach various objects while being tortured
THELAB0015	Não consigo alcançar.

; Look at axe
THELAB0016	Alguém cravou um machado no painel de controle do elevador.

; Look at batteries
THELAB0017	São as baterias do vídeo... aquilo foi horrível.

; Look at clean blackboard
THELAB0018	O quadro negro parece limpo. De certa forma isso é sinistro.
; Look at marked blackboard
THELAB0019	Há algumas marcas de giz estranhas no quadro.
; Look at heavily marked blackboard
THELAB0020	Esse formato. Eu me lebro dele... mas de onde?
; Wipe clean blackboard
THELAB0021	O quadro negro já está limpo.
; Wipe marked blackboard
THELAB0022	Não pretendo limpar as marcas de giz. Acho que significam alguma coisa.
; Examine fully marked blackboard (This is foreshadowing for the comedy ending)
THELAB0051	É o artefato. Eu lembro agora. Eu tenho certeza de ter visto tudo isso antes.
THELAB0052	Mas eu sinto que algo está vindo. Algo diferente... algo surpreendente!

; Look at elevator
THELAB0023	Fico imaginando aonde isso levará?
; Use elevator
THELAB0024	Droga! Está quebrado... Parece que o painel foi esmagado.

; Look at laser cutter
THELAB0025	Talvez eu possa alcançá-lo.
; On taking the cutter
THELAB0026	Merda! Peguei o cortador, mas ele não está funcionando.

; Look at scalpel
THELAB0027	Um bisturi médico.

; Look at video player
THELAB0028	Parece um equipamento de antigüidade. É usado para tocar fitas de vídeo.
; Look at video player while strapped down
THELAB0029	Isso começou quando coloquei a fita naquele vídeo cassete.
; Use video player
THELAB0030	Não irá fazer nada sem uma fita de vídeo.
; Use video player while strapped down
THELAB0031	Se eu pudesse parar a fita. Talvez isso funcione.
; After inserting tape into player
THELAB0032	Mas que...?  Sou eu!
; After throwing cutter at video player
THELAB0033	Me sinto doente... que diabos foi aquilo?
; Use video discs with video player
THELAB0050	Isso não toca vídeo discos. É feito para velhas fitas de vídeo.	

; Look at projector system
THELAB0034	Parece um velho sistema de projeção. Creio que está conectado naquele velho vídeo cassete.
; Look at projector system while strapped down
THELAB0035	Está projetando aquele vídeo doentio de tortura à partir do vídeo cassete.
; Use projector system
THELAB0036	Não consigo fazer com que ele funcione sozinho. Talvez eu deva tentar o vídeo cassete.

; Look at sample dish
THELAB0037	Algum tipo de amostra de tecido em uma placa hermética. Há uma etiqueta nela.

; Look at scope
THELAB0038	Eu reconheço isso, é um proto-analisador Zentradi série 7777.

; Use scope
THELAB0039	Eu preciso de algum tipo de placa de amostra para usar com ele.

; Use sample with scope
THELAB0040	Eu reconheço isso. O tecido foi extraído especialmente para guardar uma amostra limpa de DNA.

; Look at speaker
THELAB0041	É uma alto-falante. Me lembro de ter tido alto-falantes como esses quando era criança.
; Use speaker
THELAB0042	Não há muito que eu possa fazer com eles.

; Look at tools
THELAB0043	Vários instrumentos de laboratório ensanguentados e enferrujados.
; Take tools
THELAB0044	Estão enferrujados. Duvido que possam ter algum uso nesse estado.

; Try to walk through welded door
THELAB0045	Está soldada, não posso passar.
; Try to open welded door
THELAB0046	Vou precisar de algo realmente poderoso para poder passar por esta porta.
; Look at welded door
THELAB0047	A porta foi soldada. Eu me pergunto por que?
; Use axe on welded door
THELAB0048	Não vai adiantar. É uma porta muito grossa e que ainda por cima foi soldada.
; Place explosives in front of welded door
THELAB0049	Pronto. Agora preciso encontrar um jeito de detonar isso...

; //////////////////////////////////////////////////////////////////////
; 08 - MEDBAY
; //////////////////////////////////////////////////////////////////////

; Room regions
MEDBAY0001	Cama
MEDBAY0002	Parede Suja
MEDBAY0003	Sim
MEDBAY0004	Não
MEDBY0005	Painel de Controle
MEDBAY0006	Unidade Chuveiro
MEDBAY0007	Video Disco
MEDBAY0008	Corpo
MEDBAY0009	Mesa Laser
MEDBAY0010	Caixa Deslacrada
MEDBAY0011	Compartimento de Força
MEDBAY0012	Porta
MEDBAY0013	Fichário

; Eye box regions
MEDBAY0014	Sair
MEDBAY0015	Olhos

; Filing cabinet regions
MEDBAY0016	sair
MEDBAY0017	Gavetas
