CONFIG0001	TRUE
;Look at fixed panel"	
BLACKC0006	Panel już chyba działa.
;Use items on the panel (bear in mind by the time you have any item to use you're already finished with the panel)"	
BLACKC0024	Ten panel jest już dla mnie bezużyteczny.
	
;Look at split wires"	
BLACKC0007	Te kable są źle podłączone.
;Interact with split wires"	
BLACKC0008	Gotowe... Połączyłam kable.
;Look at joined wires"	
BLACKC0009	Są już połączone.
;Interact with joined wires"	
BLACKC0010	Już je naprawiłam.
;Use items on the wires"	
BLACKC0025	Nie wydaje mi się żebym musiała jeszcze cokolwiek z nimi robić.
	
;Windows open to reveal space outside"	
BLACKC0011	Co się do diabła dzieje? Jestem w kosmosie!
	
;Door opens to reveal a way out"	
BLACKC0012	Wygląda na to, że jest stąd wyjście.
	
;Look at windows"	
BLACKC0013	To na pewno kosmos, ale nie ma śladów po innych statkach czy czymkolwiek innym.
;Interact with windows"	
BLACKC0014	Okna są bardzo solidne. A poza tym, zostałabym wyssana w próżnię, gdybym je zbiła.
;Use items on windows"	
BLACKC0026	Nie mam zamiaru uderzać niczym w te okna. Widziałam, co się dzieje z ludźmi po dekompresji.
	
;//////////////////////////////////////////////////////////////////////	
;02 - NAVIGATION CENTRE"	
;//////////////////////////////////////////////////////////////////////	
	
;Room Regions"	
NAVCEN0001	Drzwi
NAVCEN0002	Panel Naścienny
NAVCEN0003	Konsola
NAVCEN0004	Plamy
	
;Navigation Console Regions"	
NAVCEN0005	Wyjdź
NAVCEN0006	Obróć w Lewo
NAVCEN0007	Obróć w Prawo
NAVCEN0008	Włącznik
NAVCEN0009	Wyłącznik
	
;Cradle Console Regions"	
NAVCEN0010	Wyjdź
NAVCEN0011	Bezpiecznik
NAVCEN0012	Opuść Podnośnik
NAVCEN0013	Podnieś Podnośnik
NAVCEN0025	Nie Ma Powrotu
NAVCEN0026	Bezpiecznik Włączony
NAVCEN0027	Bezpiecznik Wyłączony
NAVCEN0028	Wyświetlacz
	
;Look at console"	
NAVCEN0014	Wygląda to na jakąś konsolę nawigacyjną. Musi w jakiś sposób kontrolować stację.
;Try to use console while it has no power"	
NAVCEN0015	Chwilowo nie działa. Muszę znaleźć sposób żeby włączyć zasilanie.
;Use items with console"	
NAVCEN0016	Wątpię, żeby użycie na niej jakiegoś przedmiotu w czymś pomogło.
;SUBTITLE - Console Title"	
NAVCEN0024	Obracanie Stacji i Kontrola Baterii Słonecznych
	
;Look at stains"	
NAVCEN0017	Co to za plamy na podłodze? I na ścianie?! Wyglądają na krew!
;Touch stains"	
NAVCEN0018	Czymkolwiek są, sprawiają wrażenie jakby weschły w powierzchnię. Co tu się stało?
;Use items with stains"	
NAVCEN0019	W jakim celu?
	
;Look at wall panel"	
NAVCEN0020	Jestem pewna, że to kontroluje jakiś system podnośników na stacji... Czemu ja to wiem?
;Try to use wall panel while it has no power"	
NAVCEN0021	Wygląda na to, że nie ma prądu.
;Use items with wall panel"	
NAVCEN0022	Nie mogę użyć na nim żadnego przedmiotu, brak jakichkolwiek otworów czy czegoś innego. 
;Look at wall panel display"	
NAVCEN0029	Wygląda na to, że można opuścić tę część stacji.
;Use wall panel display"	
NAVCEN0030	Wydaje mi się, że steruje się tym za pomocą tych przycisków na dole.
	
;Try to walk through top door with power down (Player has been tampering with the power system if this has happened)"	
NAVCEN0023	To dziwne, nie mogę ich otworzyć. To pewnie jakiś problem z zasilaniem.
	
;//////////////////////////////////////////////////////////////////////	
;03 - STORE ROOM"	
;//////////////////////////////////////////////////////////////////////	
	
;Room Regions"	
STORER0001	Magazyn
STORER0002	Konsola
STORER0003	Ekran
STORER0004	Drzwi
STORER0005	Płaszcz Laboratoryjny
STORER0006	Skaner
STORER0007	Drzwi
STORER0008	Materiały Wybuchowe
STORER0009	Chłodnica
	
;MES Article Regions"	
STORER0010	Wyjdź
	
;Can't reach various objects because of the locked gate [TU JEST JAKAŚ POMYŁKA OPISY SĄ ZAMIENIONE]"	
STORER0011	Nic stąd nie widzę.
;Can't properly see various objects because of the locked gate"	
STORER0012	Nie dosięgnę przez te kraty.
	
;Look at explosive"	
STORER0013	To materiały wybuchowe.
;Use axe on explosive"	
	
;Use items on the explosive"	
STORER0014	Majstrowanie przy tym jest chyba nienajlepszym pomysłem.
	
;Look at big freezer door"	
STORER0015	Te duże drzwi prowadzą do chłodni.
;Attempt to go through door while it's closed"	
STORER0016	Nie mogę wejść dopóki drzwi są zamknięte.
	
;Look at closed gate"	
STORER0017	Nie mogę wejść do magazynu przez tę furtkę.
;Touch gate"	
STORER0018	Wydaje się być całkiem solidna.
;Use items on gate"	
STORER0019	Myślę, że jedyną rzeczą, która otworzy tę furtkę jest skaner.
	
;Look at lab coat"	
STORER0021	To brudny płaszcz laboratoryjny, coś jest w kieszeni.
;Look at empty lab coat"	
STORER0020	Płaszcz jest już pusty, nie potrzebuję go.
;Search lab coat"	
STORER0023	W kieszeni jest niezapisana karta dostępu i jakiś klucz awaryjny.
;Search empty lab coat"	
STORER0022	Nie ma już niczego w płaszczu, a poza tym śmierdzi jakby był wysmarowany kałem czy czymś, raczej go zostawię.
;Use items on lab coat"	
STORER0024	Nie wydaje mi się, żeby używanie losowych przedmiotów na płaszczu dało jakiekolwiek efekty.
	
;Look at MES console"	
STORER0026	To M.E.S., bardzo stara konsola do gier.
;Use MES console 1st time"	
STORER0027	Naprawdę nie mam czasu na granie w gry.
;Use MES console 2nd time (The comment about dying in games here is a vital clue)"	
STORER0028	Nie chcę, te stare gry są strasznie głupie. Ciągną się i ciągną dopóki nie zginiesz albo nie rzucisz pad'em o ścianę.
;Use MES console 3rd time (This comment leads into a game easter egg)"	
STORER0029	Chyba mogę spróbować. Przecież nie stanie się nic złego?
;Use MES console 4th time onwards"	
STORER0030	Nigdy więcej... Nie po tamtym razie!
;Use items with MES console"	
STORER0025	W środku jest już gra.
	
;Look at MES magazine"	
STORER0036	To retro magazyn o grach wideo.
;Use items on MES magazine"	
STORER0037	To byłoby bezcelowe, to tylko czasopismo.
	
;Look at screen"	
STORER0038	Ekran jest podłączony do tej starej konsoli, nie widzę, co wyświetla.
;Take screen"	
STORER0039	Wątpię żebym mogła go stamtąd ściągnąć nie zbijając go.
;Use items on screen"	
STORER0040	Czy byłby w tym jakikolwiek sens?
	
;Look at scanner"	
STORER0032	To skaner kart identyfikacyjnych do furtki.
;Use scanner"	
STORER0033	Muszę tutaj użyć karty dostępu.
;Use unprogrammed ID card on scanner"	
STORER0031	Nie działa, wygląda na to, że w tej karcie nie została zakodowana autoryzowana próbka DNA. 
;Use override key on scanner"	
STORER0034	Działa na karty, a nie na takie klucze.
;Use any other items on scanner"	
STORER0035	To nie pasuje do skanera.
	
;Return from MES world"	
STORER0041	Jestem z powrotem! Nawet nie chcę wiedzieć, co się stało.
	
	
;//////////////////////////////////////////////////////////////////////	
;04 - COMPUTER ROOM"	
;//////////////////////////////////////////////////////////////////////	
	
;Room regions"	
COMPUT0001	Drzwi
COMPUT0002	Sekwencer
COMPUT0003	Zasilanie Awaryjne
COMPUT0004	Lewy Komputer
COMPUT0005	Prawy Komputer
	
;Backup panel regions"	
COMPUT0006	Wyjdź
COMPUT0007	Gniazdo Na Klucz
COMPUT0008	Gładka Płytka
COMPUT0009	Klucz Awaryjny
COMPUT0055	Komunikacja
COMPUT0056	Systemy Medyczne
COMPUT0057	Podnośnik
COMPUT0058	Obracanie Stacji
COMPUT0059	Podtrzymywanie Życia
COMPUT0060	Oczekuję
COMPUT0061	Włączone
COMPUT0062	Błąd
	
;E-Mail computer regions"	
COMPUT0010	Wyjdź
COMPUT0011	Wiadomość 1.
COMPUT0012	Wiadomość 2.
COMPUT0013	Wiadomość 3.
COMPUT0014	Wiadomość 4.
	
;Droid computer regions"	
COMPUT0015	Czerwony
COMPUT0016	Zielony
COMPUT0017	Fioletowy
COMPUT0018	Żółty
COMPUT0019	Biały
COMPUT0020	Niebieski
COMPUT0021	Wyjdź
	
;Look at back up unit"	
COMPUT0022	Wygląda to na moduł zaprojektowany by dostarczać zapasową energię do pewnych systemów.
;Use back up panel once power has been restored to station"	
COMPUT0023	Teraz, gdy włączyłam już zasilanie, ten moduł zasilania awaryjnego wydaję się być całkiem zbyteczny.
;Use override key on backup panel as a whole"	
COMPUT0024	Muszę podejść bliżej.
;Use anything else on backup panel as a whole"	
COMPUT0025	Nie mogę nic zrobić dopóki nie podejdę bliżej.
	
;Look at DNA sequencer"	
COMPUT0026	To koder DNA, używany do zapisywania danych na kartach dostępu.
;Touch DNA sequencer"	
COMPUT0027	To nic nie da bez czystej próbki DNA.
;Insert ID card without DNA sample"	
COMPUT0028	Wygląda na to, że nie zadziała dopóki najpierw nie włożę próbki DNA.
;Insert DNA sample"	
COMPUT0029	Zrobione. Teraz muszę tylko włożyć kartę do zaprogramowania.
;Insert ID card after DNA sample"	
COMPUT0030	Teraz powinno zapisać dane z próbki na karcie.
;Insert already programmed ID card"	
COMPUT0031	Karta jest już zaprogramowana.
	
;Look at communications computer"	
COMPUT0032	To konsola komunikacyjna.
;Use communications computer without power"	
COMPUT0033	Nie działa, pewnie z powodu braku zasilania.
;SUBTITLE - Initial computer screen"	
COMPUT0042	Konsola Komunikacyjna - Wybierz wiadomość
;Girl summarises first computer message"	
COMPUT0043	Wygląda na to, że ktoś próbował wysłać wiadomość S.O.S., ale nie została nadana.
;Girl summarises second computer message"	
COMPUT0044	Według tej wiadomości, gdzieś powinna być notka z kodem dostępu do kontroli droidów.
;Girl summarises third computer message"	
COMPUT0045	To wygląda jak spam promujący jakiś koncert.
;Girl summarises fourth computer message"	
COMPUT0046	The message is asking about for information about a missing ship.
	
	
;Look at override key in the backup unit"	
COMPUT0034	To klucz, który włożyłam.
	
;Look at slot in backup unit"	
COMPUT0035	To wygląda na gniazdo dla jakiegoś klucza.
;Use slot in backup unit"	
COMPUT0036	Nie uruchomię tego bez odpowiedniego klucza.
	
;Look at life support slot"	
COMPUT0037	Puste, w przeciwieństwie do gniazd innych modułów.
;Use life support slot"	
COMPUT0038	Włączone, to dopiero ulga.
;Use override key on life support slot"	
COMPUT0039	Wygląda na to, że podtrzymywanie życia jest permanentnie włączone. W każdym razie, wyłączanie go byłoby głupotą.
	
;Look at droid computer"	
COMPUT0040	Cholera! Nie ma zasilania.
;Use droid computer without power"	
COMPUT0041	Ta konsola jest oznaczona, jako kontroler droidów.
;SUBTITLE - Droid control console"	
COMPUT0047	Konsola Kontroli Droidów - Wprowadź sekwencję koloru kolorystycznego.
	
;Look at analyser"	
COMPUT0048	Ta konsola jest używana, jako jakiś analizator.
;SUBTITLE - Analyser"	
COMPUT0049	Analizator Próbek - Wyłączony z powodu ludzkiego DNA tkwiącego w urządzeniu.
;Look at analyser compartment"	
COMPUT0050	To jakiś przedział.
' Girl's comment when opening compartment	
COMPUT0051	Ostrzega, że to może być niebezpieczne. Nie jestem pewna czy grzebanie w tym jest dobrym pomysłem.
;Look at wire"	
COMPUT0052	Wygląda na to, że ten kabel kontroluje zabezpieczenia.
;Take wire"	
COMPUT0053	Potrzebuję czegoś ostrzejszego żeby go przeciąć.
;Try to use axe with wire"	
COMPUT0054	Jest za duży żeby się tu zmieścić, przydałoby się coś mniejszego.
	
	
;//////////////////////////////////////////////////////////////////////	
;05 - LIVING ROOM"	
;//////////////////////////////////////////////////////////////////////	
	
;Room regions"	
LIVING0001	Łańcuch
LIVING0002	Lodówka
LIVING0003	Otchłań
LIVING0004	Tors
LIVING0005	Drzwi
LIVING0006	Przełącznik
LIVING0007	Szafka
LIVING0008	Ekran Wideo
LIVING0009	Gaśnica
	
;Left cupboard regions"	
LIVING0010	Puszka z Napojem
LIVING0011	Dziwna Skrzynka
LIVING0012	Spleśniałe Jedzenie
LIVING0013	Pojemnik na Lunch
LIVING0014	Śmieci
LIVING0015	Wyjdź
	
;Right cupboard regions"	
LIVING0016	Ramię
LIVING0017	Dysk Wideo
LIVING0018	Wyjdź
	
;Look at chain"	
LIVING0019	Ten łańcuch podtrzymuje tę dziwną lodówkę.
;Break chain with hands"	
LIVING0020	Nie sądzę żebym mogła go przerwać gołymi rękoma.
;Axe chain with chasm closed"	
LIVING0021	To by pewnie zwaliło lodówkę na podłogę. Ale tam by tylko gorzej śmierdziała, muszę znaleźć sposób na pozbycie się jej zanim go przetnę.
;Axe chain with chasm opened"	
LIVING0022	Coś ją blokuje.
	
;Look at fire extinguisher"	
LIVING0023	Duża gaśnica.
	
;Look at swinging fridge"	
LIVING0024	Lodówka?! ... Zwisająca z sufitu? Okropnie śmierdzi, chciałabym się jej pozbyć.
;Reach for swinging fridge"	
LIVING0025	Nigdy jej stąd nie dosięgnę.
	
;Look at left cupboard"	
LIVING0026	To tylko szafka.
	
;Look at floor chasm"	
LIVING0027	Co to do diabła jest?! Ohyda. Nie mam pojęcia, dokąd to prowadzi i wcale nie chcę wiedzieć.
;Touch floor chasm"	
LIVING0028	Nie zbliżę się do tego.
	
;Look at metal box in cupboard"	
LIVING0029	Wytrzymała metalowa skrzynka. Wygląda na zapieczętowaną.
	
;Look at Dr. Salt canned drink in cupboard"	
LIVING0030	Jeśli dobrze rozumiem, to napój gazowany.
	
;Look at mouldy foods"	
LIVING0031	To jedzenie śmierdzi. Całe spleśniało.
;Take mouldy foods"	
LIVING0032	Nie dotykam tego! Kto wie, co mogłabym złapać?
	
;Look at lunch box"	
LIVING0033	To zamknięty pojemnik na lunch. Czy to gruszki w środku?
;Take lunch box"	
LIVING0034	Nie, dzięki. Nie sądzę żebym kiedykolwiek była aż TAK głodna.
	
;Look at garbage"	
LIVING0035	Opakowania po jedzeniu, są pokryte brudem.
;Take garabage"	
LIVING0036	Nie muszę nosić ze sobą śmieci.
	
;Look at severed arm"	
LIVING0037	To oderwana ręka! Co się stało z resztą ciała?
	
;Look at video disc #1"	
LIVING0038	Standardowy dysk wideo.
	
;Look at right cupboard"	
LIVING0039	To zwyczajna szafka.
;On discovering severed arm in right cupboard"	
LIVING0040	O CHOLERA! T…To czyjaś ręka! Co tu się do diabła dzieje?
	
;Attemt to go through medbay door while fire is still blazing"	
LIVING0041	To pomieszczenie zostało automatycznie zamknięte. Chyba widzę ogień po drugiej stronie.
	
;On entering room while fridge is hanging 1st"	
LIVING0042	Z tej lodówki dochodzi ohydny smród. Niedobrze mi!
;On entering room while fridge is hanging 2nd"	
LIVING0084	Smród robi się coraz gorszy i gorszy. Chce mi się wymiotować.
;On entering room while fridge is hanging 3rd"	
LIVING0085	Moje gardło płonie. Nie wytrzymam tego smrodu ani chwili dłużej.
	
;Look at screen"	
LIVING0043	To konsola do oglądania dysków wideo.
;Take screen"	
LIVING0044	Nic z nią nie zrobię bez dysku wideo.
;Use mirror with screen"	
LIVING0045	Wydaje się tu idealnie pasować.
;Use metal box with screen"	
LIVING0046	To nie tak. Nie potrzebuję tutaj skrzynki. Być może myślę o tym zbyt prostolinijnie. 
;Use video disc #1 with screen"	
LIVING0047	Mówi Zastępczy Technik Artur Anderson, składam pierwszy z planowanych raportów. Jestem tu od tygodni i sprawy nie układają się jak przewidywałem.
LIVING0048	Każą mi pracować w górnym laboratorium, robić rutynowe badania próbek. To strata mojego czasu, ale nie chcą mnie wpuścić do głównego laboratorum.
LIVING0049	Powiedziałem dowódcy Artemisowi Trendowi, że nie przebyłem całej tej drogi żeby wykonywać małpią robotę, ale nie był zainteresowany.
LIVING0050	Praca nie byłaby taka zła gdyby nie to napięcie na pokładzie. Wszyscy zatrzymują to dla siebie i nikt nie chce o tym rozmawiać...
LIVING0051	Szybko zmieniają temat, gdy pytam, co się stało z moim poprzednikiem lub nad czym pracują tam na dole.
LIVING0052	Jednego jestem pewien, oni mnie tu nie chcą. Tylko Profesor Ericson jest dla mnie trochę gościnna.
LIVING0053	Ale i to jest wymijające, przynajmniej jest dla mnie miła. Coś tu się na pewno dzieje... Boją się albo co.
LIVING0054	Słyszałem, że nazywają główne laboratorium 'Białą Komnatą', nie wiem czemu bo nie jestem tam dopuszczany.
LIVING0055	Goodwin i Wyles nienawidzą się do niej zbliżać. Widziałem Goodwina wchodzącego tam kilka razy, kiedy go potrzebowali, ale zawsze tylko na krótko i bardzo niechętnie.
LIVING0056	Będę dalej dochodził, co się dzieje, ale nie chcę zbytnio naciskać. Atmosfera tutaj jest i tak zbyt napięta.
;Use video disc #2 with screen"	
LIVING0057	Oficer Ryszard Wyles zaginął! Prof. Ericson obudziła mnie wczoraj na spotkanie w salonie, mieliśmy omówić, co się stało...
LIVING0058	Dr. Goodwin powiedział, że pracował do późna w nocy i poszedł poszukać Wylesa, gdy zorientował się, że jego laser medyczny przestał działać.
LIVING0059	To miejsce jest tak małe, że nie trwało długo nim zorientował się, że nigdzie nie było po nim śladu.
LIVING0060	"Powiedział dowódcy i razem spędzili noc na przeszukiwaniu stacji bez skutku; nawet kapsuła ratunkowa jest nadal na miejscu."
LIVING0061	Bez odpowiedzi na tę zagadkę, wszyscy są na granicy wytrzymałości. Nawet ja staję się tak paranoiczny i zestresowany jak reszta.
LIVING0062	Wydaje mi się, że pojawia się kwestia, kto pierwszy się załamie pod panującą presją. Usilnie nalegam żebyście przysłali tu nowy zespół.
LIVING0063	Jeśli ci ludzie się stąd nie wyrwą, obawiam się że sprawy tylko się pogorszą. Nikt już nikomu nie ufa.
LIVING0064	Mnie podejrzewają w szczególności, jestem nowym nabytkiem. Nawet Sara... Mam na myśli Prof. Ericson, coraz bardziej mnie unika.
LIVING0065	Spędza coraz więcej i więcej czasu na dole w Białej Komnacie. Wiem, że to nie naukowe, ale gdy patrzę jej w oczy wydaję się być... jakaś zagubiona.
LIVING0066	Napiłem się z  dr Goodwinem. Pierwszy raz, od czasu mojego przybycia na stację, porządnie pogadaliśmy. Ale niewiele z tego co mówił miało jakikolwiek sens.
LIVING0067	Jest przekonany, że Wylesa zabrał 'artefakt' który badają tam na dole. Widocznie Wyles chciał żeby się go pozbyli.
LIVING0068	Od mojego poprzedniego raportu kilka razy słyszałem jak wspominali o artefakcie. Ich wrażenia wydają się być pomieszane i niezgodne.
LIVING0069	To wszystko mnie martwi. Ponownie nalegam, proszę przyślijcie załogę zastępczą najszybciej jak tylko się da.
;Use video disc #3 with screen"	
LIVING0070	Nagrywam to na wszelki wypadek, nie żeby miało to przynieść jakąś korzyść. Mam nadzieję, że ktoś to obejrzy. Chcę żeby ludzie wiedzieli, co tu się stało.
LIVING0071	Dowiedziałem się, że dowódca widział moje dwa ostatnie raporty. Spytałem się go o to, ale jest przekonany, że jestem agentem Hiperkorporacji Cyclavir.
LIVING0072	Kłóciłem się z nim. Ale wydaje mu się, że jest wystarczająco łagodny, bo nie wyrzucił mnie w próżnię w chwili, w której dowiedział się o raportach.
LIVING0073	Próbowałem wytłumaczyć mu, że firma poprosiła mnie o przysyłanie swoich obserwacji, ale nie słuchał. Chyba nie powinienem go winić.
LIVING0074	To jednak nie jest już ważne. Będę miał szczęście, jeśli jeszcze trochę pożyję. Dr Goodwin jest martwy. Sarah znalazła go rozczłonkowanego w systemie wentylacyjnym.
LIVING0075	Wszyscy wiedzą, że to nie był wypadek. Jesteśmy tu mordowani. Niechybnie, zwrócili się przeciwko mnie. Trend uważa, że to wszystko zaczęło się odkąd ja się pojawiłem.
LIVING0076	Zamknęli mnie tutaj w izolatce. Wydaje mi się, że odcięli wentylację. Nie mam pojęcia, co próbują przez to osiągnąć.
LIVING0077	Nie wiem, co się dzieje, Jestem przestraszony i sam. Nie wiem czy to jeden z nich jest mordercą czy to ten przeklęty artefakt jest za to odpowiedzialny.
LIVING0078	Tak czy owak, już mi nie zależy... Chcę tylko uciec z tej przeklętej stacji. Znalazłem sposób na otworzenie izolatki i będę kierował się do kapsuły ratunkowej.
LIVING0079	Nie wiem czy mi się uda, więc zostawiam to ostatnie nagranie, jako dowód tego co się tutaj wydarzyło. Dla kogokolwiek, kto to znajdzie... Powodzenia.
	
;Look at table switch"	
LIVING0080	To powinno kontrolować stół.
;Press table switch with mouth chasm open"	
LIVING0081	Nie działa, nie mogę zamknąć.
;Press table switch with mirror in place"	
LIVING0082	Nie zadziała dopóki jest tam to lustro.
	
;Look at torso"	
LIVING0083	Ta lodówka nigdzie się nie ruszy dopóki to pokiereszowane ciało jest tam zaklinowane! Żałuję, że nie zostawiłam tej lodówki w spokoju!
	
	
;//////////////////////////////////////////////////////////////////////	
;06 - SLEEPING QUARTERS"	
;//////////////////////////////////////////////////////////////////////	
	
;Room regions"	
SLEEPQ0001	Panel Prysznica
SLEEPQ0002	Włosy
SLEEPQ0003	Lustro
SLEEPQ0004	Koc
SLEEPQ0005	Notatka
SLEEPQ0006	Dysk Wideo
SLEEPQ0007	Drzwi
	
;Look at blanket"	
SLEEPQ0008	Ciepły koc.
	
;Look at video disc"	
SLEEPQ0009	Nagrany dysk wideo.
	
;After nearly being sucked into space"	
SLEEPQ0010	Próżnia!? Co do diabła! Co się stało z plażą?
	
;Try to go through door after being sucked out once"	
SLEEPQ0011	Nie chcę tam wracać. Ledwo przeżyłam ostatnim razem.
;Keep trying to go through door"	
SLEEPQ0019	Naprawdę nie sądzę żeby to był dobry pomysł.
;Keep trying to go through door"	
SLEEPQ0020	Dobrze, spróbuję.
	
;Look into mirror"	
SLEEPQ0012	A więc to ja. Nieźle, biorąc pod uwagę…
	
;Look at notes"	
SLEEPQ0013	Ręcznie zapisana notatka. Dziwne... Większość ludzi używa teraz komputerów.
	
;After player been stabbed and wakes up in sleeping quarters"	
SLEEPQ0014	Co się do diabła stało?! Czy to było w ogóle prawdziwe? Co to miejsce ze mną robi?
	
;Look at head in the water"	
SLEEPQ0015	Czy to..? O nie, nie mów mi, że tam są włosy...
;After head cutscene"	
SLEEPQ0016	Oderwana głowa!? Czy to jeszcze żyje? …Co ja do diabła w ogóle myślę?
	
;Look a at shower control panel"	
SLEEPQ0017	To kontroluje prysznic i toalety.
;Open shower unit using panel while it is locked"	
SLEEPQ0018	Nie odpowiada.
	
;//////////////////////////////////////////////////////////////////////	
;07 - LAB"	
;//////////////////////////////////////////////////////////////////////	
	
;Room regions"	
THELAB0001	Mikroskop
THELAB0002	Winda
THELAB0003	Głośnik
THELAB0004	Narzędzia
THELAB0005	Tablica
THELAB0006	Projektor
THELAB0007	Odtwarzacz Wideo
THELAB0008	Baterie
THELAB0009	Przecinak Laserowy
THELAB0010	Skalpel
THELAB0011	Próbówka
THELAB0012	Drzwi
THELAB0013	Siekiera
	
;Can't see various objects while being tortured"	
THELAB0014	Nie widzę stąd.
;Can't reach various objects while being tortured"	
THELAB0015	Nie mogę dosięgnąć.
	
;Look at axe"	
THELAB0016	Ktoś wbił siekierę w panel kontrolny windy.
	
;Look at batteries"	
THELAB0017	To baterie z nagrania… To było okropne.
	
;Look at clean blackboard"	
THELAB0018	Tablica jest czysta. Nie wiedzieć, czemu sprawia to złowrogie wrażenie.
;Look at marked blackboard"	
THELAB0019	Na tablicy są jakieś dziwne znaki.
;Look at heavily marked blackboard"	
THELAB0020	Ten kształt… wiem, że go pamiętam. Ale skąd?
;Wipe clean blackboard"	
THELAB0021	Tablica jest już czysta.
;Wipe marked blackboard"	
THELAB0022	Nie chcę wycierać tych znaków. Wydaje mi się, że coś oznaczają.
;Examine fully marked blackboard (This is foreshadowing for the comedy ending)"	
THELAB0051	To artefakt. Teraz pamiętam. Jestem pewna, że już to wszystko widziałam.
THELAB0052	Czuję, że coś się zbliża. Coś innego... Coś zaskakującego!
	
;Look at elevator"	
THELAB0023	Ciekawe, dokąd to prowadzi?
;Use elevator"	
THELAB0024	Cholera! Jest zepsuta... Wygląda na to, że ten panel został rozbity.
	
;Look at laser cutter"	
THELAB0025	Może uda mi się tego dosięgnąć.
;On taking the cutter"	
THELAB0026	Cholera! Mam przecinak, ale nie działa.
	
;Look at scalpel"	
THELAB0027	Medyczny skalpel.
	
;Look at video player"	
THELAB0028	Wygląda na antyczny sprzęt. Służy do odtwarzania kaset wideo.
;Look at video player while strapped down"	
THELAB0029	Zaczęło się, kiedy włożyłam do środka tę kasetę.
;Use video player"	
THELAB0030	Nic nie zrobi bez kasety.
;Use video player while strapped down"	
THELAB0031	Gdybym tylko mogła zatrzymać kasetę, może to by pomogło?
;After inserting tape into player"	
THELAB0032	Co jest...?  To ja!
;After throwing cutter at video player"	
THELAB0033	Źle się czuję... Co to u diabła było?
;Use video discs with video player"	
THELAB0050	To nie odtwarza dysków, zostało zaprojektowane do starych kaset wideo.
	
;Look at projector system"	
THELAB0034	To wygląda na stary projektor. Myślę, że jest połączony z tym starym odtwarzaczem.
;Look at projector system while strapped down"	
THELAB0035	Wyświetla to chore nagranie tortur z kasety.
;Use projector system"	
